,US ICD9,System,Description
18347,V239,"Pregnancy, childbirth and the puerperium",Supervision of high risk pregnancy
18348,041,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18349,0410,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18350,04100,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18351,04101,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18352,04102,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18353,04103,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18354,04104,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18355,04105,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18356,04109,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18357,0411,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18358,04110,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18359,04111,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18360,04112,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18361,04119,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18362,0413,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18363,0414,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18364,04141,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18365,04142,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18366,04143,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18367,04149,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18368,0415,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18369,0416,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18370,0417,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18371,0418,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18372,04181,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18373,04182,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18374,04183,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18375,04184,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18376,04185,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18377,04186,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18378,04189,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18379,079,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18380,0790,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18381,0791,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18382,0792,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18383,0794,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18384,0795,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18385,07950,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18386,07951,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18387,07952,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18388,07953,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18389,07959,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18390,0796,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18391,0798,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18392,07982,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18393,07989,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18394,0799,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18395,07999,"Sequelae, and diseases classified elsewhere","Bacterial, viral and other infectious agents"
18396,136,"Sequelae, and diseases classified elsewhere",Other infectious diseases
18397,1368,"Sequelae, and diseases classified elsewhere",Other infectious diseases
18398,1369,"Sequelae, and diseases classified elsewhere",Other infectious diseases
18399,137,"Sequelae, and diseases classified elsewhere",Sequelae of infectious and parasitic diseases
18400,1370,"Sequelae, and diseases classified elsewhere",Sequelae of infectious and parasitic diseases
18401,1371,"Sequelae, and diseases classified elsewhere",Sequelae of infectious and parasitic diseases
18402,1372,"Sequelae, and diseases classified elsewhere",Sequelae of infectious and parasitic diseases
18403,1373,"Sequelae, and diseases classified elsewhere",Sequelae of infectious and parasitic diseases
18404,1374,"Sequelae, and diseases classified elsewhere",Sequelae of infectious and parasitic diseases
18405,138,"Sequelae, and diseases classified elsewhere",Sequelae of infectious and parasitic diseases
18406,139,"Sequelae, and diseases classified elsewhere",Sequelae of infectious and parasitic diseases
18407,1390,"Sequelae, and diseases classified elsewhere",Sequelae of infectious and parasitic diseases
18408,1391,"Sequelae, and diseases classified elsewhere",Sequelae of infectious and parasitic diseases
18409,1398,"Sequelae, and diseases classified elsewhere",Sequelae of infectious and parasitic diseases
18410,427,Symptoms and signs,Circulatory and respiratory systems
18411,4278,Symptoms and signs,Circulatory and respiratory systems
18412,42781,Symptoms and signs,Circulatory and respiratory systems
18413,42789,Symptoms and signs,Circulatory and respiratory systems
18414,478,Symptoms and signs,Circulatory and respiratory systems
18415,4781,Symptoms and signs,Circulatory and respiratory systems
18416,47819,Symptoms and signs,Circulatory and respiratory systems
18417,511,Symptoms and signs,Circulatory and respiratory systems
18418,5110,Symptoms and signs,Circulatory and respiratory systems
18419,784,Symptoms and signs,Circulatory and respiratory systems
18420,7841,Symptoms and signs,Circulatory and respiratory systems
18421,7847,Symptoms and signs,Circulatory and respiratory systems
18422,7848,Symptoms and signs,Circulatory and respiratory systems
18423,7849,Symptoms and signs,Circulatory and respiratory systems
18424,78491,Symptoms and signs,Circulatory and respiratory systems
18425,78499,Symptoms and signs,Circulatory and respiratory systems
18426,785,Symptoms and signs,Circulatory and respiratory systems
18427,7850,Symptoms and signs,Circulatory and respiratory systems
18428,7851,Symptoms and signs,Circulatory and respiratory systems
18429,7852,Symptoms and signs,Circulatory and respiratory systems
18430,7853,Symptoms and signs,Circulatory and respiratory systems
18431,7859,Symptoms and signs,Circulatory and respiratory systems
18432,786,Symptoms and signs,Circulatory and respiratory systems
18433,7860,Symptoms and signs,Circulatory and respiratory systems
18434,78600,Symptoms and signs,Circulatory and respiratory systems
18435,78601,Symptoms and signs,Circulatory and respiratory systems
18436,78602,Symptoms and signs,Circulatory and respiratory systems
18437,78603,Symptoms and signs,Circulatory and respiratory systems
18438,78604,Symptoms and signs,Circulatory and respiratory systems
18439,78605,Symptoms and signs,Circulatory and respiratory systems
18440,78606,Symptoms and signs,Circulatory and respiratory systems
18441,78607,Symptoms and signs,Circulatory and respiratory systems
18442,78609,Symptoms and signs,Circulatory and respiratory systems
18443,7861,Symptoms and signs,Circulatory and respiratory systems
18444,7862,Symptoms and signs,Circulatory and respiratory systems
18445,7863,Symptoms and signs,Circulatory and respiratory systems
18446,78630,Symptoms and signs,Circulatory and respiratory systems
18447,78631,Symptoms and signs,Circulatory and respiratory systems
18448,78639,Symptoms and signs,Circulatory and respiratory systems
18449,7864,Symptoms and signs,Circulatory and respiratory systems
18450,7865,Symptoms and signs,Circulatory and respiratory systems
18451,78650,Symptoms and signs,Circulatory and respiratory systems
18452,78651,Symptoms and signs,Circulatory and respiratory systems
18453,78652,Symptoms and signs,Circulatory and respiratory systems
18454,78659,Symptoms and signs,Circulatory and respiratory systems
18455,7867,Symptoms and signs,Circulatory and respiratory systems
18456,7868,Symptoms and signs,Circulatory and respiratory systems
18457,7869,Symptoms and signs,Circulatory and respiratory systems
18458,796,Symptoms and signs,Circulatory and respiratory systems
18459,7962,Symptoms and signs,Circulatory and respiratory systems
18460,7963,Symptoms and signs,Circulatory and respiratory systems
18461,799,Symptoms and signs,Circulatory and respiratory systems
18462,7990,Symptoms and signs,Circulatory and respiratory systems
18463,79901,Symptoms and signs,Circulatory and respiratory systems
18464,79902,Symptoms and signs,Circulatory and respiratory systems
18465,7991,Symptoms and signs,Circulatory and respiratory systems
18466,300,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18467,3009,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18468,307,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18469,3079,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18470,308,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18471,3089,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18472,368,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18473,3681,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18474,36816,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18475,780,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18476,7800,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18477,78001,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18478,78002,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18479,78003,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18480,78009,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18481,7801,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18482,7804,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18483,7809,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18484,78093,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18485,78095,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18486,78097,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18487,78099,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18488,781,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18489,7811,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18490,7818,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18491,797,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18492,799,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18493,7992,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18494,79921,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
18495,79922,Symptoms and signs,"Cognition, perception, emotional state and behaviour"
